CMIP6.ScenarioMIP.CSIRO-ARCCSS.ACCESS-CM2.ssp585,none,r1i1p1f1,Omon,tos,gn,v20191108,a
CMIP6.ScenarioMIP.CSIRO.ACCESS-ESM1-5.ssp585,none,r1i1p1f1,Omon,tos,gn,v20191115,a
CMIP6.ScenarioMIP.BCC.BCC-CSM2-MR.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.THU.CIESM.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.CNRM-CERFACS.CNRM-CM6-1.ssp585,none,r1i1p1f2,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.CNRM-CERFACS.CNRM-ESM2-1.ssp585,none,r2i1p1f2,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp585,none,r1i1p1f1,Omon,tos,gn,v20190429,a
CMIP6.ScenarioMIP.NOAA-GFDL.GFDL-CM4.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.NOAA-GFDL.GFDL-ESM4.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.MOHC.HadGEM3-GC31-LL.ssp585,none,r1i1p1f3,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.MOHC.HadGEM3-GC31-MM.ssp585,none,r1i1p1f3,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.INM.INM-CM4-8.ssp585,none,r1i1p1f1,Omon,tos,gr1,Empty,a
CMIP6.ScenarioMIP.INM.INM-CM5-0.ssp585,none,r1i1p1f1,Omon,tos,gr1,Empty,a
CMIP6.ScenarioMIP.IPSL.IPSL-CM6A-LR.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.MIROC.MIROC6.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.MPI-M.MPI-ESM1-2-LR.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.MRI.MRI-ESM2-0.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.NCC.NorESM2-MM.ssp585,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.MOHC.UKESM1-0-LL.ssp585,none,r1i1p1f2,Omon,tos,gn,Empty,a
